MET: 00:00:00:063 | Thrust: 152.52 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 3.81
MET: 00:00:00:135 | Thrust: 237.74 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 9.76
MET: 00:00:00:243 | Thrust: 156.45 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 13.67
MET: 00:00:00:317 | Thrust: 78.49 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 15.63
MET: 00:00:00:377 | Thrust: 318.94 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 23.60
MET: 00:00:00:434 | Thrust: 374.58 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 32.97
MET: 00:00:00:497 | Thrust: 159.79 | Chamber Pres: 77.07 | Throttle: 0.00 | Total Impulse: 36.96
MET: 00:00:00:553 | Thrust: 180.81 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 41.48
MET: 00:00:00:612 | Thrust: 347.80 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 50.18
MET: 00:00:00:671 | Thrust: 267.73 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 56.87
MET: 00:00:00:730 | Thrust: 41.96 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 57.92
MET: 00:00:00:787 | Thrust: 152.82 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 61.74
MET: 00:00:00:841 | Thrust: 199.84 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 66.74
MET: 00:00:00:901 | Thrust: 111.37 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 69.52
MET: 00:00:00:955 | Thrust:  8.49 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 69.73
MET: 00:00:01:015 | Thrust: 63.23 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 71.31
MET: 00:00:01:076 | Thrust: 39.34 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 72.30
MET: 00:00:01:134 | Thrust:  0.00 | Chamber Pres: 100.00 | Throttle: 0.00 | Total Impulse: 72.30
MET: 00:00:01:185 | Thrust: 11.52 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 72.59
MET: 00:00:01:251 | Thrust: 72.45 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 74.40
MET: 00:00:01:302 | Thrust: 110.40 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 77.16
MET: 00:00:01:359 | Thrust: 51.46 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 78.44
MET: 00:00:01:420 | Thrust: 98.20 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 80.90
MET: 00:00:01:479 | Thrust: 234.38 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 86.76
MET: 00:00:01:538 | Thrust: 227.26 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 92.44
MET: 00:00:01:601 | Thrust: 33.93 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 93.29
MET: 00:00:01:673 | Thrust: 241.27 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 99.32
MET: 00:00:01:764 | Thrust: 400.00 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 109.32
MET: 00:00:01:825 | Thrust: 292.02 | Chamber Pres: 77.07 | Throttle: 0.00 | Total Impulse: 116.62
MET: 00:00:01:890 | Thrust: 45.89 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 117.77
MET: 00:00:01:947 | Thrust: 294.02 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 125.12
MET: 00:00:02:003 | Thrust: 311.89 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 132.92
MET: 00:00:02:064 | Thrust: 135.34 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 136.30
MET: 00:00:02:127 | Thrust: 79.18 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 138.28
MET: 00:00:02:183 | Thrust: 184.69 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 142.90
