MET: 00:00:00:172 | Thrust: 74.42 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 1.86
MET: 00:00:00:283 | Thrust: 41.63 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 2.90
MET: 00:00:00:395 | Thrust: 74.79 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 4.77
MET: 00:00:00:501 | Thrust: 194.09 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 9.62
MET: 00:00:00:614 | Thrust: 198.48 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 14.59
MET: 00:00:00:721 | Thrust: 37.15 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 15.51
MET: 00:00:00:834 | Thrust: 208.01 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 20.71
MET: 00:00:00:951 | Thrust: 359.91 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 29.71
MET: 00:00:01:069 | Thrust: 273.40 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 36.55
MET: 00:00:01:183 | Thrust: 38.74 | Chamber Pres: 77.07 | Throttle: 0.00 | Total Impulse: 37.52
MET: 00:00:01:298 | Thrust: 320.37 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 45.53
MET: 00:00:01:408 | Thrust: 352.91 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 54.35
MET: 00:00:01:527 | Thrust: 162.14 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 58.40
MET: 00:00:01:634 | Thrust: 85.25 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 60.53
MET: 00:00:01:734 | Thrust: 219.07 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 66.01
MET: 00:00:01:839 | Thrust: 182.62 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 70.57
MET: 00:00:01:966 | Thrust: 48.82 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 71.80
