MET: 00:00:00:059 | Thrust: 49.63 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 1.24
MET: 00:00:00:119 | Thrust: 60.18 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 2.75
MET: 00:00:00:181 | Thrust: 78.33 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 4.70
MET: 00:00:00:244 | Thrust: 32.18 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 5.51
MET: 00:00:00:310 | Thrust:  0.00 | Chamber Pres: 100.00 | Throttle: 0.00 | Total Impulse: 5.51
MET: 00:00:00:373 | Thrust: 27.16 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 6.19
MET: 00:00:00:437 | Thrust: 79.99 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 8.19
MET: 00:00:00:519 | Thrust: 78.55 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 10.15
MET: 00:00:00:584 | Thrust: 20.27 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 10.66
MET: 00:00:00:656 | Thrust: 164.72 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 14.78
MET: 00:00:00:733 | Thrust: 233.25 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 20.61
MET: 00:00:00:791 | Thrust: 132.38 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 23.92
MET: 00:00:00:855 | Thrust: 109.21 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 26.65
MET: 00:00:00:918 | Thrust: 334.08 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 35.00
MET: 00:00:00:980 | Thrust: 358.62 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 43.96
MET: 00:00:01:045 | Thrust: 117.87 | Chamber Pres: 77.07 | Throttle: 0.00 | Total Impulse: 46.91
MET: 00:00:01:103 | Thrust: 215.68 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 52.30
MET: 00:00:01:167 | Thrust: 355.37 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 61.19
MET: 00:00:01:226 | Thrust: 248.80 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 67.41
MET: 00:00:01:287 | Thrust: 13.99 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 67.76
MET: 00:00:01:351 | Thrust: 170.61 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 72.02
MET: 00:00:01:412 | Thrust: 199.63 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 77.01
MET: 00:00:01:475 | Thrust: 99.29 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 79.49
MET: 00:00:01:539 | Thrust: 20.45 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 80.01
MET: 00:00:01:601 | Thrust: 67.83 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 81.70
MET: 00:00:01:670 | Thrust: 38.42 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 82.66
MET: 00:00:01:744 | Thrust:  0.00 | Chamber Pres: 100.00 | Throttle: 0.00 | Total Impulse: 82.66
MET: 00:00:01:805 | Thrust: 15.30 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 83.04
MET: 00:00:01:870 | Thrust: 75.48 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 84.93
MET: 00:00:01:942 | Thrust: 105.13 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 87.56
MET: 00:00:02:014 | Thrust: 36.01 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 88.46
MET: 00:00:02:075 | Thrust: 115.18 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 91.34
MET: 00:00:02:134 | Thrust: 238.38 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 97.30
MET: 00:00:02:204 | Thrust: 209.71 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 102.54
MET: 00:00:02:281 | Thrust:  1.85 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 102.59
MET: 00:00:02:360 | Thrust: 266.85 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 109.26
MET: 00:00:02:434 | Thrust: 397.80 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 119.20
MET: 00:00:02:491 | Thrust: 257.54 | Chamber Pres: 77.07 | Throttle: 0.00 | Total Impulse: 125.64
MET: 00:00:02:554 | Thrust: 85.51 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 127.78
MET: 00:00:02:623 | Thrust: 313.37 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 135.62
MET: 00:00:02:683 | Thrust: 303.14 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 143.19
MET: 00:00:02:744 | Thrust: 110.08 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 145.95
MET: 00:00:02:812 | Thrust: 101.50 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 148.48
MET: 00:00:02:874 | Thrust: 191.45 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 153.27
MET: 00:00:02:943 | Thrust: 136.63 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 156.69
MET: 00:00:03:011 | Thrust: 21.82 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 157.23
MET: 00:00:03:074 | Thrust: 48.92 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 158.45
MET: 00:00:03:133 | Thrust: 39.90 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 159.45
MET: 00:00:03:197 | Thrust:  0.00 | Chamber Pres: 100.00 | Throttle: 0.00 | Total Impulse: 159.45
MET: 00:00:03:261 | Thrust:  1.54 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 159.49
MET: 00:00:03:325 | Thrust: 61.61 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 161.03
MET: 00:00:03:385 | Thrust: 118.67 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 164.00
MET: 00:00:03:447 | Thrust: 87.83 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 166.19
MET: 00:00:03:511 | Thrust: 51.35 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 167.48
MET: 00:00:03:578 | Thrust: 213.93 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 172.82
MET: 00:00:03:645 | Thrust: 261.03 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 179.35
MET: 00:00:03:718 | Thrust: 112.68 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 182.17
MET: 00:00:03:777 | Thrust: 166.51 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 186.33
MET: 00:00:03:840 | Thrust: 387.64 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 196.02
MET: 00:00:03:910 | Thrust: 365.25 | Chamber Pres: 77.07 | Throttle: 0.00 | Total Impulse: 205.15
MET: 00:00:03:982 | Thrust: 55.27 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 206.53
MET: 00:00:04:046 | Thrust: 232.49 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 212.35
MET: 00:00:04:110 | Thrust: 319.87 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 220.34
MET: 00:00:04:172 | Thrust: 192.51 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 225.16
MET: 00:00:04:236 | Thrust: 19.80 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 225.65
MET: 00:00:04:297 | Thrust: 159.52 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 229.64
MET: 00:00:04:359 | Thrust: 157.02 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 233.56
MET: 00:00:04:421 | Thrust: 61.37 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 235.10
MET: 00:00:04:482 | Thrust: 23.93 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 235.70
MET: 00:00:04:542 | Thrust: 36.42 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 236.61
MET: 00:00:04:610 | Thrust:  0.00 | Chamber Pres: 100.00 | Throttle: 0.00 | Total Impulse: 236.61
MET: 00:00:04:682 | Thrust: 12.42 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 236.92
MET: 00:00:04:744 | Thrust: 40.10 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 237.92
MET: 00:00:04:808 | Thrust: 117.49 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 240.86
MET: 00:00:04:871 | Thrust: 128.75 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 244.08
MET: 00:00:04:931 | Thrust: 18.86 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 244.55
MET: 00:00:04:993 | Thrust: 162.94 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 248.62
MET: 00:00:05:061 | Thrust: 279.96 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 255.62
MET: 00:00:05:120 | Thrust: 209.53 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 260.86
MET: 00:00:05:186 | Thrust: 45.53 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 262.00
MET: 00:00:05:251 | Thrust: 329.39 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 270.23
MET: 00:00:05:314 | Thrust: 427.66 | Chamber Pres: 77.07 | Throttle: 0.00 | Total Impulse: 280.92
MET: 00:00:05:372 | Thrust: 189.19 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 285.65
MET: 00:00:05:442 | Thrust: 122.78 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 288.72
MET: 00:00:05:511 | Thrust: 296.93 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 296.15
MET: 00:00:05:578 | Thrust: 251.06 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 302.42
MET: 00:00:05:636 | Thrust: 64.35 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 304.03
MET: 00:00:05:697 | Thrust: 107.80 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 306.73
MET: 00:00:05:763 | Thrust: 157.93 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 310.67
MET: 00:00:05:822 | Thrust: 93.32 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 313.01
MET: 00:00:05:885 | Thrust:  4.02 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 313.11
MET: 00:00:05:954 | Thrust: 28.43 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 313.82
MET: 00:00:06:014 | Thrust:  0.00 | Chamber Pres: 100.00 | Throttle: 0.00 | Total Impulse: 313.82
MET: 00:00:06:074 | Thrust: 24.83 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 314.44
MET: 00:00:06:136 | Thrust: 13.61 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 314.78
MET: 00:00:06:198 | Thrust: 101.73 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 317.32
MET: 00:00:06:261 | Thrust: 153.70 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 321.16
MET: 00:00:06:324 | Thrust: 86.72 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 323.33
MET: 00:00:06:390 | Thrust: 91.74 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 325.63
MET: 00:00:06:462 | Thrust: 264.17 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 332.23
MET: 00:00:06:525 | Thrust: 280.39 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 339.24
MET: 00:00:06:588 | Thrust: 81.11 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 341.27
MET: 00:00:06:658 | Thrust: 230.28 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 347.02
MET: 00:00:06:720 | Thrust: 437.01 | Chamber Pres: 77.07 | Throttle: 0.00 | Total Impulse: 357.95
MET: 00:00:06:794 | Thrust: 299.65 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 365.44
MET: 00:00:06:856 | Thrust:  2.17 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 365.50
MET: 00:00:06:917 | Thrust: 237.15 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 371.42
MET: 00:00:06:986 | Thrust: 278.47 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 378.39
MET: 00:00:07:058 | Thrust: 140.52 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 381.90
MET: 00:00:07:120 | Thrust: 42.71 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 382.97
MET: 00:00:07:181 | Thrust: 139.26 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 386.45
MET: 00:00:07:252 | Thrust: 113.69 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 389.29
MET: 00:00:07:324 | Thrust: 31.47 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 390.08
MET: 00:00:07:393 | Thrust: 16.91 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 390.50
MET: 00:00:07:465 | Thrust:  0.00 | Chamber Pres: 100.00 | Throttle: 0.00 | Total Impulse: 390.50
MET: 00:00:07:522 | Thrust: 34.16 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 391.35
MET: 00:00:07:595 | Thrust: 14.56 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 391.72
MET: 00:00:07:665 | Thrust: 73.35 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 393.55
MET: 00:00:07:738 | Thrust: 159.58 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 397.54
MET: 00:00:07:812 | Thrust: 143.82 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 401.14
MET: 00:00:07:884 | Thrust:  9.16 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 401.37
MET: 00:00:07:945 | Thrust: 215.61 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 406.76
MET: 00:00:08:012 | Thrust: 316.46 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 414.67
MET: 00:00:08:070 | Thrust: 197.68 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 419.61
MET: 00:00:08:136 | Thrust: 102.60 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 422.17
MET: 00:00:08:201 | Thrust: 392.15 | Chamber Pres: 77.07 | Throttle: 0.00 | Total Impulse: 431.98
MET: 00:00:08:284 | Thrust: 372.93 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 441.30
MET: 00:00:08:363 | Thrust: 126.85 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 444.47
MET: 00:00:08:429 | Thrust: 147.94 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 448.17
MET: 00:00:08:498 | Thrust: 271.33 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 454.95
MET: 00:00:08:579 | Thrust: 199.26 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 459.94
MET: 00:00:08:653 | Thrust: 27.68 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 460.63
MET: 00:00:08:724 | Thrust: 103.30 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 463.21
MET: 00:00:08:790 | Thrust: 119.95 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 466.21
MET: 00:00:08:856 | Thrust: 55.02 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 467.58
MET: 00:00:08:917 | Thrust:  3.29 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 467.67
MET: 00:00:08:983 | Thrust:  0.00 | Chamber Pres: 100.00 | Throttle: 0.00 | Total Impulse: 467.67
MET: 00:00:09:061 | Thrust: 39.26 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 468.65
MET: 00:00:09:140 | Thrust: 40.93 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 469.67
MET: 00:00:09:217 | Thrust: 35.87 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 470.57
MET: 00:00:09:278 | Thrust: 145.67 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 474.21
MET: 00:00:09:351 | Thrust: 183.09 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 478.79
MET: 00:00:09:411 | Thrust: 74.56 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 480.65
MET: 00:00:09:474 | Thrust: 140.29 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 484.16
MET: 00:00:09:536 | Thrust: 313.28 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 491.99
MET: 00:00:09:616 | Thrust: 289.73 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 499.23
MET: 00:00:09:686 | Thrust: 37.81 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 500.18
MET: 00:00:09:741 | Thrust: 298.64 | Chamber Pres: 77.07 | Throttle: 0.00 | Total Impulse: 507.65
MET: 00:00:09:808 | Thrust: 399.95 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 517.64
MET: 00:00:09:872 | Thrust: 235.79 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 523.54
MET: 00:00:09:933 | Thrust: 40.39 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 524.55
MET: 00:00:09:993 | Thrust: 230.53 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 530.31
MET: 00:00:10:055 | Thrust: 233.28 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 536.14
MET: 00:00:10:124 | Thrust: 94.64 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 538.51
MET: 00:00:10:182 | Thrust: 54.53 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 539.87
MET: 00:00:10:248 | Thrust: 111.34 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 542.66
MET: 00:00:10:311 | Thrust: 71.74 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 544.45
