MET: 00:00:00:074 | Thrust: 199.96 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 5.00
MET: 00:00:00:135 | Thrust: 104.18 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 7.60
MET: 00:00:00:193 | Thrust: 15.75 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 8.00
MET: 00:00:00:256 | Thrust: 66.10 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 9.65
MET: 00:00:00:314 | Thrust: 38.83 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 10.62
MET: 00:00:00:371 | Thrust: -0.00 | Chamber Pres: 100.00 | Throttle: 0.00 | Total Impulse: 10.62
MET: 00:00:00:426 | Thrust: 13.82 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 10.97
MET: 00:00:00:486 | Thrust: 74.37 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 12.83
MET: 00:00:00:542 | Thrust: 107.34 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 15.51
MET: 00:00:00:598 | Thrust: 42.16 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 16.56
MET: 00:00:00:654 | Thrust: 108.61 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 19.28
MET: 00:00:00:719 | Thrust: 237.09 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 25.21
MET: 00:00:00:780 | Thrust: 216.89 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 30.63
MET: 00:00:00:836 | Thrust: 14.52 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 30.99
MET: 00:00:00:895 | Thrust: 257.07 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 37.42
MET: 00:00:00:955 | Thrust: 399.15 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 47.40
MET: 00:00:01:016 | Thrust: 271.47 | Chamber Pres: 77.07 | Throttle: 0.00 | Total Impulse: 54.18
MET: 00:00:01:076 | Thrust: 69.97 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 55.93
MET: 00:00:01:135 | Thrust: 306.10 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 63.58
MET: 00:00:01:197 | Thrust: 306.96 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 71.26
MET: 00:00:01:262 | Thrust: 120.19 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 74.26
MET: 00:00:01:332 | Thrust: 92.81 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 76.58
MET: 00:00:01:401 | Thrust: 189.01 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 81.31
MET: 00:00:01:469 | Thrust: 139.82 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 84.80
MET: 00:00:01:537 | Thrust: 26.47 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 85.47
