MET: 00:00:00:133 | Thrust: 314.30 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 7.86
MET: 00:00:00:220 | Thrust: 302.59 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 15.42
MET: 00:00:00:310 | Thrust: 108.71 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 18.14
MET: 00:00:00:403 | Thrust: 102.65 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 20.71
MET: 00:00:00:479 | Thrust: 191.76 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 25.50
MET: 00:00:00:555 | Thrust: 136.19 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 28.91
MET: 00:00:00:629 | Thrust: 21.19 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 29.43
MET: 00:00:00:707 | Thrust: 49.25 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 30.67
MET: 00:00:00:784 | Thrust: 39.91 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 31.66
MET: 00:00:00:872 | Thrust:  0.00 | Chamber Pres: 100.00 | Throttle: 0.00 | Total Impulse: 31.66
MET: 00:00:00:959 | Thrust:  1.75 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 31.71
MET: 00:00:01:052 | Thrust: 61.88 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 33.25
MET: 00:00:01:141 | Thrust: 118.57 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 36.22
MET: 00:00:01:230 | Thrust: 87.12 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 38.40
MET: 00:00:01:340 | Thrust: 52.37 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 39.71
MET: 00:00:01:440 | Thrust: 214.50 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 45.07
MET: 00:00:01:530 | Thrust: 260.49 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 51.58
MET: 00:00:01:622 | Thrust: 111.09 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 54.36
MET: 00:00:01:728 | Thrust: 168.21 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 58.56
MET: 00:00:01:823 | Thrust: 388.16 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 68.27
MET: 00:00:01:897 | Thrust: 363.95 | Chamber Pres: 77.07 | Throttle: 0.00 | Total Impulse: 77.37
MET: 00:00:01:973 | Thrust: 53.17 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 78.70
MET: 00:00:02:053 | Thrust: 233.95 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 84.54
MET: 00:00:02:128 | Thrust: 319.92 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 92.54
MET: 00:00:02:206 | Thrust: 191.43 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 97.33
MET: 00:00:02:285 | Thrust: 21.07 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 97.85
MET: 00:00:02:357 | Thrust: 160.16 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 101.86
MET: 00:00:02:433 | Thrust: 156.86 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 105.78
MET: 00:00:02:509 | Thrust: 60.83 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 107.30
MET: 00:00:02:603 | Thrust: 24.34 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 107.91
MET: 00:00:02:678 | Thrust: 36.51 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 108.82
MET: 00:00:02:754 | Thrust:  0.00 | Chamber Pres: 100.00 | Throttle: 0.00 | Total Impulse: 108.82
MET: 00:00:02:829 | Thrust: 12.22 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 109.13
