MET: 00:00:00:061 | Thrust: 119.98 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 3.00
MET: 00:00:00:127 | Thrust: 104.36 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 5.61
MET: 00:00:00:185 | Thrust: 25.96 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 6.26
MET: 00:00:00:243 | Thrust: 198.09 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 11.21
MET: 00:00:00:304 | Thrust: 271.92 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 18.01
MET: 00:00:00:360 | Thrust: 150.40 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 21.77
MET: 00:00:00:424 | Thrust: 123.92 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 24.87
MET: 00:00:00:478 | Thrust: 371.66 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 34.16
MET: 00:00:00:532 | Thrust: 393.87 | Chamber Pres: 77.07 | Throttle: 0.00 | Total Impulse: 44.00
MET: 00:00:00:589 | Thrust: 105.95 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 46.65
MET: 00:00:00:648 | Thrust: 195.06 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 51.53
MET: 00:00:00:707 | Thrust: 316.04 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 59.43
MET: 00:00:00:766 | Thrust: 217.15 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 64.86
MET: 00:00:00:825 | Thrust: 11.24 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 65.14
MET: 00:00:00:878 | Thrust: 142.61 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 68.71
MET: 00:00:00:942 | Thrust: 159.67 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 72.70
MET: 00:00:01:007 | Thrust: 74.17 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 74.55
MET: 00:00:01:063 | Thrust: 13.88 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 74.90
MET: 00:00:01:120 | Thrust: 33.98 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 75.75
MET: 00:00:01:174 | Thrust: -0.00 | Chamber Pres: 100.00 | Throttle: 0.00 | Total Impulse: 75.75
MET: 00:00:01:234 | Thrust: 17.22 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 76.18
MET: 00:00:01:289 | Thrust: 30.83 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 76.95
MET: 00:00:01:347 | Thrust: 113.35 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 79.78
MET: 00:00:01:409 | Thrust: 139.93 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 83.28
MET: 00:00:01:470 | Thrust: 44.40 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 84.39
MET: 00:00:01:525 | Thrust: 138.83 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 87.86
MET: 00:00:01:581 | Thrust: 278.21 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 94.82
MET: 00:00:01:637 | Thrust: 239.00 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 100.79
MET: 00:00:01:690 | Thrust:  0.95 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 100.82
MET: 00:00:01:748 | Thrust: 297.34 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 108.25
MET: 00:00:01:802 | Thrust: 437.44 | Chamber Pres: 77.07 | Throttle: 0.00 | Total Impulse: 119.19
MET: 00:00:01:868 | Thrust: 233.11 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 125.01
MET: 00:00:01:929 | Thrust: 78.06 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 126.96
MET: 00:00:01:990 | Thrust: 279.04 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 133.94
MET: 00:00:02:044 | Thrust: 264.97 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 140.57
MET: 00:00:02:105 | Thrust: 93.66 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 142.91
MET: 00:00:02:161 | Thrust: 85.15 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 145.04
MET: 00:00:02:213 | Thrust: 153.31 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 148.87
MET: 00:00:02:275 | Thrust: 102.28 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 151.42
MET: 00:00:02:336 | Thrust: 14.30 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 151.78
MET: 00:00:02:396 | Thrust: 24.56 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 152.40
MET: 00:00:02:454 | Thrust: -0.00 | Chamber Pres: 100.00 | Throttle: 0.00 | Total Impulse: 152.40
MET: 00:00:02:511 | Thrust: 28.67 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 153.11
MET: 00:00:02:575 | Thrust:  3.32 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 153.20
MET: 00:00:02:638 | Thrust: 92.66 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 155.51
MET: 00:00:02:694 | Thrust: 158.15 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 159.47
