MET: 00:00:00:056 | Thrust: 175.78 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 4.39
MET: 00:00:00:116 | Thrust: 71.75 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 6.19
MET: 00:00:00:174 | Thrust: 213.87 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 11.54
MET: 00:00:00:232 | Thrust: 186.48 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 16.20
MET: 00:00:00:289 | Thrust: 56.41 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 17.61
MET: 00:00:00:342 | Thrust: 55.45 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 18.99
MET: 00:00:00:393 | Thrust: 77.52 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 20.93
MET: 00:00:00:450 | Thrust: 33.22 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 21.76
MET: 00:00:00:508 | Thrust: -0.00 | Chamber Pres: 100.00 | Throttle: 0.00 | Total Impulse: 21.76
MET: 00:00:00:565 | Thrust: 25.82 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 22.41
MET: 00:00:00:629 | Thrust: 79.97 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 24.41
MET: 00:00:00:692 | Thrust: 82.55 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 26.47
MET: 00:00:00:747 | Thrust: 13.13 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 26.80
MET: 00:00:00:811 | Thrust: 159.46 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 30.79
MET: 00:00:00:866 | Thrust: 235.56 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 36.67
MET: 00:00:00:924 | Thrust: 143.32 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 40.26
MET: 00:00:00:980 | Thrust: 95.59 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 42.65
MET: 00:00:01:036 | Thrust: 327.71 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 50.84
MET: 00:00:01:095 | Thrust: 366.21 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 60.00
MET: 00:00:01:155 | Thrust: 136.79 | Chamber Pres: 77.07 | Throttle: 0.00 | Total Impulse: 63.42
MET: 00:00:01:214 | Thrust: 200.34 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 68.42
MET: 00:00:01:275 | Thrust: 352.42 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 77.23
MET: 00:00:01:337 | Thrust: 257.59 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 83.67
MET: 00:00:01:397 | Thrust: 26.53 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 84.34
MET: 00:00:01:452 | Thrust: 162.85 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 88.41
MET: 00:00:01:509 | Thrust: 199.98 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 93.41
